#Query	Hit	E-value	Identity	Score	Query-start	Query-end	Hit-start	Hit-end	Hit-length	description	class	class description
comp16103_c0_seq2_FPKM_all:6.491_FPKM_rel:3.317_len:1668_path:[	PRK13184	7e-06	25	47.1	75	271	10	226	932	serine/threonine-protein kinase	X	Multifunctional
comp16152_c0_seq1_FPKM_all:7.186_FPKM_rel:5.223_len:922_path:[2	PRK05771	7e-08	24	53.0	55	274	34	262	646	V-type ATP synthase subunit I	C	Energy production and conversion
comp17258_c0_seq4_FPKM_all:5.959_FPKM_rel:2.554_len:682_path:[0	PRK10642	2e-11	28	64.0	23	187	17	180	490	proline/glycine betaine transporter	G	Carbohydrate transport and metabolism
comp559_c0_seq2_FPKM_all:105.623_FPKM_rel:54.691_len:5706_path:	PRK10902	5e-22	44	101	473	584	162	269	269	FKBP-type peptidyl-prolyl cis-trans isomerase	O	Posttranslational modification, protein turnover, chaperones
comp661_c0_seq8_FPKM_all:194.902_FPKM_rel:151.467_len:552_path:	PRK13511	2e-15	58	75.4	1	48	413	460	469	6-phospho-beta-galactosidase	G	Carbohydrate transport and metabolism
comp166_c0_seq1_FPKM_all:678.883_FPKM_rel:678.883_len:2698_path	PRK06975	9e-04	34	40.5	215	288	206	286	656	bifunctional uroporphyrinogen-III synthetase/uroporphyrin-III C-methyltransferase	H	Coenzyme transport and metabolism
comp1223_c1_seq5_FPKM_all:10.233_FPKM_rel:5.116_len:1275_path:[	PRK00197	1e-106	46	380	3	283	131	416	417	gamma-glutamyl phosphate reductase	E	Amino acid transport and metabolism
comp1171_c0_seq2_FPKM_all:86.969_FPKM_rel:81.216_len:7724_path:	PRK06333	2e-23	25	107	61	474	6	419	424	3-oxoacyl-(acyl carrier protein) synthase II	X	Multifunctional
comp1171_c0_seq2_FPKM_all:86.969_FPKM_rel:81.216_len:7724_path:	PRK10754	3e-23	31	107	1773	1984	27	239	327	quinone oxidoreductase, NADPH-dependent	X	Multifunctional
comp1171_c0_seq2_FPKM_all:86.969_FPKM_rel:81.216_len:7724_path:	PRK05557	3e-10	26	64.1	2102	2246	12	158	248	3-ketoacyl-(acyl-carrier-protein) reductase	X	Multifunctional
comp9651_c0_seq1_FPKM_all:15.035_FPKM_rel:15.035_len:1915_path:	PRK13059	4e-08	20	54.7	193	533	3	271	295	putative lipid kinase	X	Multifunctional
comp9045_c0_seq3_FPKM_all:12.785_FPKM_rel:12.526_len:3163_path:	PRK06214	5e-10	28	62.0	664	876	161	356	530	sulfite reductase	P	Inorganic ion transport and metabolism
comp9338_c0_seq2_FPKM_all:4.489_FPKM_rel:4.489_len:350_path:[17	PRK07656	1e-06	24	46.4	20	98	31	109	513	long-chain-fatty-acid--CoA ligase	X	Multifunctional
comp8737_c0_seq1_FPKM_all:23.712_FPKM_rel:23.712_len:1413_path:	PRK00440	4e-87	37	316	39	374	1	305	319	replication factor C small subunit	L	Replication, recombination and repair
comp8858_c0_seq1_FPKM_all:17.564_FPKM_rel:17.564_len:1824_path:	PRK06847	1e-21	24	99.6	14	385	6	348	375	hypothetical protein	X	Multifunctional
comp8107_c0_seq2_FPKM_all:9.333_FPKM_rel:9.333_len:699_path:[10	PRK00009	2e-94	48	339	1	229	426	667	911	phosphoenolpyruvate carboxylase	C	Energy production and conversion
comp8204_c0_seq2_FPKM_all:22.55_FPKM_rel:12.016_len:830_path:[2	PRK06939	5e-12	28	65.2	7	147	263	390	397	2-amino-3-ketobutyrate coenzyme A ligase	H	Coenzyme transport and metabolism
comp8728_c0_seq1_FPKM_all:15.023_FPKM_rel:15.023_len:2062_path:	PRK11102	8e-08	28	53.4	54	214	15	165	377	bicyclomycin/multidrug efflux system	G	Carbohydrate transport and metabolism
comp36487_c0_seq1_FPKM_all:1.813_FPKM_rel:1.813_len:584_path:[0	PRK02106	1e-30	46	127	6	108	205	300	560	choline dehydrogenase	E	Amino acid transport and metabolism
comp10993_c0_seq1_FPKM_all:5.845_FPKM_rel:4.734_len:707_path:[7	PRK00045	3e-62	41	233	2	225	141	362	423	glutamyl-tRNA reductase	H	Coenzyme transport and metabolism
comp10958_c0_seq1_FPKM_all:10.201_FPKM_rel:8.508_len:827_path:[	PRK10733	1e-07	30	50.8	1	104	488	600	644	ATP-dependent metalloprotease	O	Posttranslational modification, protein turnover, chaperones
comp10923_c0_seq1_FPKM_all:8.254_FPKM_rel:8.254_len:840_path:[9	PRK12850	9e-09	26	55.9	19	132	22	139	544	chaperonin GroEL	O	Posttranslational modification, protein turnover, chaperones
comp10663_c0_seq1_FPKM_all:4.031_FPKM_rel:2.712_len:466_path:[5	PRK06411	1e-38	68	152	38	112	15	89	183	NADH dehydrogenase subunit B	C	Energy production and conversion
comp10982_c0_seq1_FPKM_all:5.954_FPKM_rel:5.954_len:631_path:[2	PRK01198	2e-07	25	51.0	79	200	13	135	352	V-type ATP synthase subunit C	C	Energy production and conversion
comp11378_c0_seq1_FPKM_all:11.342_FPKM_rel:11.342_len:1611_path	PRK00696	3e-13	32	71.3	58	233	38	225	388	succinyl-CoA synthetase subunit beta	C	Energy production and conversion
comp11726_c0_seq1_FPKM_all:8.247_FPKM_rel:8.247_len:3106_path:[	PRK14902	4e-15	28	78.7	175	382	180	372	444	16S rRNA methyltransferase B	J	Translation, ribosomal structure and biogenesis
comp11385_c0_seq2_FPKM_all:8.043_FPKM_rel:1.003_len:3066_path:[	PRK10504	1e-19	26	92.9	39	394	15	350	471	putative transporter	G	Carbohydrate transport and metabolism
comp11120_c0_seq4_FPKM_all:9.023_FPKM_rel:2.299_len:3581_path:[	PRK13657	2e-91	43	333	515	853	251	588	588	cyclic beta-1,2-glucan ABC transporter	V	Defense mechanisms
comp11120_c0_seq4_FPKM_all:9.023_FPKM_rel:2.299_len:3581_path:[	PRK13808	1e-04	21	44.5	866	1007	196	330	333	adenylate kinase	F	Nucleotide transport and metabolism
comp6492_c0_seq2_FPKM_all:27.489_FPKM_rel:18.756_len:661_path:[	PRK13222	7e-14	41	71.0	20	112	96	188	226	phosphoglycolate phosphatase	R	General function prediction only
comp6591_c0_seq1_FPKM_all:7.339_FPKM_rel:7.014_len:3574_path:[1	PRK05901	5e-05	16	45.4	866	1105	3	212	509	RNA polymerase sigma factor	K	Transcription
comp7252_c0_seq2_FPKM_all:23.365_FPKM_rel:12.399_len:1931_path:	PRK13184	2e-10	23	62.9	49	268	3	231	932	serine/threonine-protein kinase	X	Multifunctional
comp6716_c0_seq1_FPKM_all:28.57_FPKM_rel:28.57_len:997_path:[99	PRK14086	7e-06	20	45.2	34	148	203	340	617	chromosomal replication initiation protein	L	Replication, recombination and repair
comp7785_c0_seq1_FPKM_all:25.869_FPKM_rel:25.869_len:1756_path:	PRK00517	3e-10	39	61.7	275	349	117	184	250	ribosomal protein L11 methyltransferase	J	Translation, ribosomal structure and biogenesis
comp6299_c0_seq2_FPKM_all:28.714_FPKM_rel:14.65_len:1921_path:[	PRK09328	3e-05	27	45.2	379	475	106	234	275	N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase	J	Translation, ribosomal structure and biogenesis
comp6194_c0_seq1_FPKM_all:32.837_FPKM_rel:32.837_len:1581_path:	PRK11565	1e-49	34	192	175	478	1	265	275	2,5-diketo-D-gluconate reductase A	R	General function prediction only
comp7376_c0_seq3_FPKM_all:3.709_FPKM_rel:3.709_len:396_path:[10	PRK01191	1e-15	50	76.5	1	73	47	120	120	50S ribosomal protein L24P	J	Translation, ribosomal structure and biogenesis
comp6821_c0_seq1_FPKM_all:9.235_FPKM_rel:7.404_len:429_path:[39	PRK09206	5e-36	43	144	2	142	53	190	470	pyruvate kinase	G	Carbohydrate transport and metabolism
comp7564_c0_seq8_FPKM_all:10.342_FPKM_rel:6.518_len:393_path:[1	PRK10636	4e-16	36	78.3	10	129	300	418	638	putative ABC transporter ATP-binding protein	R	General function prediction only
comp6810_c0_seq2_FPKM_all:25.329_FPKM_rel:24.832_len:2202_path:	PRK11660	3e-33	23	138	77	637	20	560	568	putative transporter	P	Inorganic ion transport and metabolism
comp5031_c0_seq1_FPKM_all:33.754_FPKM_rel:16.908_len:4349_path:	PRK00777	5e-22	31	102	216	407	4	140	153	phosphopantetheine adenylyltransferase	R	General function prediction only
comp4623_c0_seq1_FPKM_all:36.811_FPKM_rel:36.811_len:5040_path:	PRK12705	5e-04	22	41.2	39	118	43	130	508	hypothetical protein	R	General function prediction only
comp4157_c0_seq4_FPKM_all:49.261_FPKM_rel:12.344_len:2089_path:	PRK13875	2e-07	26	52.6	328	468	269	391	440	conjugal transfer protein TrbL	U	Intracellular trafficking, secretion, and vesicular transport
comp14271_c0_seq2_FPKM_all:7.998_FPKM_rel:7.186_len:1768_path:[	PRK13184	2e-16	23	82.1	53	307	1	285	932	serine/threonine-protein kinase	X	Multifunctional
comp15591_c0_seq1_FPKM_all:5.747_FPKM_rel:3.087_len:1361_path:[	PRK01766	8e-15	26	76.4	14	285	164	437	456	multidrug efflux protein	V	Defense mechanisms
comp15790_c0_seq1_FPKM_all:7.996_FPKM_rel:5.597_len:598_path:[0	PRK11281	4e-05	21	43.0	28	160	95	212	1113	hypothetical protein	M	Cell wall/membrane/envelope biogenesis
comp18706_c0_seq1_FPKM_all:3.795_FPKM_rel:3.795_len:477_path:[0	PRK06141	3e-49	51	188	10	141	182	314	314	ornithine cyclodeaminase	E	Amino acid transport and metabolism
comp18863_c0_seq1_FPKM_all:4.58_FPKM_rel:4.58_len:1156_path:[0]	PRK10517	2e-36	26	147	1	384	261	653	902	magnesium-transporting ATPase MgtA	P	Inorganic ion transport and metabolism
comp19046_c0_seq3_FPKM_all:3.955_FPKM_rel:1.4_len:1537_path:[0,	PRK10907	5e-09	32	57.3	31	119	96	182	276	intramembrane serine protease GlpG	R	General function prediction only
comp21289_c0_seq2_FPKM_all:4.167_FPKM_rel:1.174_len:582_path:[4	PRK04019	1e-06	35	46.0	2	73	107	178	330	acidic ribosomal protein P0	J	Translation, ribosomal structure and biogenesis
comp21905_c0_seq1_FPKM_all:3.977_FPKM_rel:3.977_len:833_path:[0	PRK05567	1e-16	28	80.6	13	147	100	203	486	inosine 5'-monophosphate dehydrogenase	F	Nucleotide transport and metabolism
comp13370_c0_seq1_FPKM_all:7.019_FPKM_rel:7.019_len:725_path:[0	PRK14296	2e-06	34	45.3	49	106	1	61	372	chaperone protein DnaJ	O	Posttranslational modification, protein turnover, chaperones
comp12770_c0_seq1_FPKM_all:7.781_FPKM_rel:7.781_len:2085_path:[	PRK10865	9e-08	28	53.7	219	373	558	719	857	protein disaggregation chaperone	O	Posttranslational modification, protein turnover, chaperones
comp13228_c0_seq4_FPKM_all:6.831_FPKM_rel:3.976_len:945_path:[1	PRK14086	4e-05	19	43.3	1	151	137	286	617	chromosomal replication initiation protein	L	Replication, recombination and repair
comp13187_c0_seq2_FPKM_all:5.958_FPKM_rel:1.563_len:2425_path:[	PRK03992	2e-06	43	49.8	756	805	127	175	389	proteasome-activating nucleotidase	O	Posttranslational modification, protein turnover, chaperones
comp12611_c0_seq2_FPKM_all:8.835_FPKM_rel:4.001_len:1067_path:[	PRK08310	1e-09	32	58.8	2	75	319	392	395	amidase	J	Translation, ribosomal structure and biogenesis
comp13240_c0_seq2_FPKM_all:6.68_FPKM_rel:3.44_len:2214_path:[0,	PRK02186	4e-13	22	71.8	309	591	51	293	887	argininosuccinate lyase	E	Amino acid transport and metabolism
comp13443_c0_seq3_FPKM_all:4.879_FPKM_rel:1.281_len:693_path:[0	PRK01642	5e-05	41	42.8	148	189	401	440	483	cardiolipin synthetase	I	Lipid transport and metabolism
comp12706_c0_seq1_FPKM_all:7.577_FPKM_rel:7.577_len:4084_path:[	PRK12467	1e-123	27	438	29	1066	89	1119	3956	peptide synthase	Q	Secondary metabolites biosynthesis, transport and catabolism
comp12706_c0_seq1_FPKM_all:7.577_FPKM_rel:7.577_len:4084_path:[	PRK07201	2e-11	28	67.3	1101	1324	4	233	657	short chain dehydrogenase	X	Multifunctional
comp30521_c0_seq1_FPKM_all:2.39_FPKM_rel:2.39_len:829_path:[0].	PRK15018	2e-07	29	51.2	50	157	70	177	245	1-acyl-sn-glycerol-3-phosphate acyltransferase	I	Lipid transport and metabolism
comp30869_c0_seq1_FPKM_all:2.316_FPKM_rel:2.316_len:413_path:[0	PRK00216	2e-12	22	65.9	1	79	153	232	239	ubiquinone/menaquinone biosynthesis methyltransferase	H	Coenzyme transport and metabolism
comp2739_c0_seq2_FPKM_all:109.775_FPKM_rel:109.775_len:355_path	PRK14892	7e-04	27	37.0	30	105	1	72	99	putative transcription elongation factor Elf1	R	General function prediction only
comp3699_c0_seq1_FPKM_all:72.839_FPKM_rel:38.786_len:671_path:[	PRK09422	1e-13	29	70.4	14	168	189	336	338	ethanol-active dehydrogenase/acetaldehyde-active reductase	R	General function prediction only
comp3978_c0_seq1_FPKM_all:55.013_FPKM_rel:55.013_len:1924_path:	PRK00094	4e-42	26	167	9	421	1	324	325	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	C	Energy production and conversion
comp2977_c0_seq1_FPKM_all:52.217_FPKM_rel:52.217_len:4748_path:	PRK10767	5e-07	32	50.9	77	150	7	67	371	chaperone protein DnaJ	O	Posttranslational modification, protein turnover, chaperones
comp2326_c0_seq1_FPKM_all:46.508_FPKM_rel:46.508_len:3561_path:	PRK05647	5e-39	34	156	30	226	6	177	200	phosphoribosylglycinamide formyltransferase	F	Nucleotide transport and metabolism
comp2343_c0_seq1_FPKM_all:54.524_FPKM_rel:54.524_len:555_path:[	PRK12564	2e-08	58	53.9	153	183	11	41	360	carbamoyl phosphate synthase small subunit	X	Multifunctional
comp27428_c0_seq1_FPKM_all:2.416_FPKM_rel:2.416_len:721_path:[0	PRK10689	2e-11	26	64.4	1	170	913	1083	1147	transcription-repair coupling factor	X	Multifunctional
comp26338_c0_seq1_FPKM_all:3.676_FPKM_rel:2.757_len:446_path:[0	PRK13184	2e-05	26	42.8	3	99	113	222	932	serine/threonine-protein kinase	X	Multifunctional
comp27659_c0_seq1_FPKM_all:3.382_FPKM_rel:3.382_len:404_path:[0	PRK00072	3e-19	56	88.6	77	133	4	56	295	porphobilinogen deaminase	H	Coenzyme transport and metabolism
comp28377_c0_seq1_FPKM_all:2.418_FPKM_rel:2.418_len:339_path:[0	PRK04750	6e-13	39	67.2	21	112	53	139	537	putative ubiquinone biosynthesis protein UbiB	R	General function prediction only
comp16773_c0_seq1_FPKM_all:5.641_FPKM_rel:5.641_len:1102_path:[	PRK00277	4e-59	44	222	85	277	1	194	200	ATP-dependent Clp protease proteolytic subunit	X	Multifunctional
comp22760_c0_seq1_FPKM_all:3.007_FPKM_rel:3.007_len:1079_path:[	PRK12316	2e-13	21	71.1	21	330	2707	3031	5163	peptide synthase	Q	Secondary metabolites biosynthesis, transport and catabolism
comp23504_c0_seq1_FPKM_all:4.85_FPKM_rel:2.829_len:338_path:[0,	PRK13525	2e-07	73	48.6	1	19	168	186	189	glutamine amidotransferase subunit PdxT	H	Coenzyme transport and metabolism
comp22719_c0_seq1_FPKM_all:3.41_FPKM_rel:3.41_len:631_path:[0].	PRK00009	1e-37	32	150	1	170	772	911	911	phosphoenolpyruvate carboxylase	C	Energy production and conversion
comp1271_c0_seq3_FPKM_all:40.229_FPKM_rel:40.229_len:2187_path:	PRK10634	1e-13	34	73.2	246	385	23	155	190	tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification protein	J	Translation, ribosomal structure and biogenesis
comp1591_c0_seq6_FPKM_all:131.35_FPKM_rel:17.121_len:5434_path:	PRK06187	2e-71	28	265	46	521	35	499	521	long-chain-fatty-acid--CoA ligase	X	Multifunctional
comp1267_c0_seq2_FPKM_all:94.159_FPKM_rel:47.489_len:6009_path:	PRK10517	2e-10	21	63.9	718	1016	440	671	902	magnesium-transporting ATPase MgtA	P	Inorganic ion transport and metabolism
comp44_c0_seq1_FPKM_all:2408.557_FPKM_rel:2408.557_len:1812_pat	PRK11892	4e-05	28	44.5	151	235	56	143	464	pyruvate dehydrogenase subunit beta	C	Energy production and conversion
comp573_c0_seq2_FPKM_all:373.43_FPKM_rel:107.452_len:753_path:[	PRK05790	5e-35	54	142	2	104	286	388	393	putative acyltransferase	I	Lipid transport and metabolism
comp1813_c0_seq1_FPKM_all:80.548_FPKM_rel:40.498_len:3424_path:	PRK15203	2e-27	30	117	139	389	181	426	429	4-hydroxyphenylacetate degradation bifunctional isomerase/decarboxylase	Q	Secondary metabolites biosynthesis, transport and catabolism
comp716_c0_seq1_FPKM_all:189.47_FPKM_rel:189.47_len:2601_path:[	PRK10675	1e-109	49	390	64	413	3	336	338	UDP-galactose-4-epimerase	M	Cell wall/membrane/envelope biogenesis
comp1291_c0_seq1_FPKM_all:80.571_FPKM_rel:80.571_len:6214_path:	PRK10929	4e-06	21	50.1	1335	1616	52	348	1109	putative mechanosensitive channel protein	M	Cell wall/membrane/envelope biogenesis
comp1457_c0_seq1_FPKM_all:163.732_FPKM_rel:163.732_len:980_path	PRK10263	7e-05	39	43.1	66	119	773	836	1355	DNA translocase FtsK	D	Cell cycle control, cell division, chromosome partitioning
comp1839_c0_seq2_FPKM_all:113.271_FPKM_rel:57.483_len:1915_path	PRK06732	2e-07	22	51.9	128	382	2	190	229	phosphopantothenate--cysteine ligase	H	Coenzyme transport and metabolism
comp786_c0_seq1_FPKM_all:296.13_FPKM_rel:150.565_len:1359_path:	PRK10531	1e-04	22	42.5	66	230	84	298	422	acyl-CoA thioesterase	G	Carbohydrate transport and metabolism
comp1852_c0_seq2_FPKM_all:75.86_FPKM_rel:38.192_len:4170_path:[	PRK13184	1e-14	25	77.9	854	1125	4	290	932	serine/threonine-protein kinase	X	Multifunctional
comp1852_c0_seq2_FPKM_all:75.86_FPKM_rel:38.192_len:4170_path:[	PRK07764	6e-08	23	55.4	682	830	386	515	824	DNA polymerase III subunits gamma and tau	L	Replication, recombination and repair
comp8644_c0_seq1_FPKM_all:22.543_FPKM_rel:22.543_len:1709_path:	PRK08581	5e-04	22	41.3	419	481	28	90	619	N-acetylmuramoyl-L-alanine amidase	X	Multifunctional
comp8101_c0_seq1_FPKM_all:14.091_FPKM_rel:14.091_len:2499_path:	PRK04338	7e-49	33	190	243	568	53	322	382	N(2),N(2)-dimethylguanosine tRNA methyltransferase	J	Translation, ribosomal structure and biogenesis
comp8060_c0_seq2_FPKM_all:21.515_FPKM_rel:12.045_len:862_path:[	PRK04195	4e-04	42	39.5	152	189	419	456	482	replication factor C large subunit	L	Replication, recombination and repair
comp8297_c0_seq1_FPKM_all:24.167_FPKM_rel:24.167_len:1255_path:	PRK15370	5e-12	27	67.0	81	282	183	386	754	E3 ubiquitin-protein ligase SlrP	S	Function unknown
comp9297_c0_seq1_FPKM_all:15.473_FPKM_rel:15.473_len:2300_path:	PRK10636	8e-64	35	240	258	685	125	491	638	putative ABC transporter ATP-binding protein	R	General function prediction only
comp9297_c0_seq1_FPKM_all:15.473_FPKM_rel:15.473_len:2300_path:	PRK13547	7e-04	55	41.0	57	96	16	55	272	hemin importer ATP-binding subunit	X	Multifunctional
comp9745_c0_seq4_FPKM_all:15.754_FPKM_rel:4.052_len:1652_path:[	PRK07764	4e-04	23	40.7	74	189	396	509	824	DNA polymerase III subunits gamma and tau	L	Replication, recombination and repair
comp9991_c0_seq2_FPKM_all:10.53_FPKM_rel:5.335_len:2452_path:[0	PRK10504	4e-14	25	75.5	282	623	20	356	471	putative transporter	G	Carbohydrate transport and metabolism
comp9340_c0_seq1_FPKM_all:6.974_FPKM_rel:3.645_len:431_path:[0,	PRK09257	1e-24	45	105	11	93	2	83	396	aromatic amino acid aminotransferase	E	Amino acid transport and metabolism
comp9835_c0_seq1_FPKM_all:13.782_FPKM_rel:13.782_len:1306_path:	PRK10443	7e-50	35	192	46	351	2	264	311	ribonucleoside hydrolase 1	F	Nucleotide transport and metabolism
comp9639_c0_seq2_FPKM_all:8.961_FPKM_rel:4.592_len:6106_path:[0	PRK03918	2e-07	24	53.9	231	549	161	449	880	chromosome segregation protein	L	Replication, recombination and repair
comp8968_c0_seq4_FPKM_all:21.815_FPKM_rel:10.857_len:1705_path:	PRK13911	4e-24	26	107	77	391	1	245	250	exodeoxyribonuclease III	L	Replication, recombination and repair
comp33159_c0_seq2_FPKM_all:2.381_FPKM_rel:1.637_len:459_path:[0	PRK00629	1e-09	30	56.3	19	80	721	785	791	phenylalanyl-tRNA synthetase subunit beta	J	Translation, ribosomal structure and biogenesis
comp37760_c0_seq1_FPKM_all:1.674_FPKM_rel:1.674_len:306_path:[0	PRK10733	5e-45	79	173	1	101	232	332	644	ATP-dependent metalloprotease	O	Posttranslational modification, protein turnover, chaperones
comp25375_c0_seq1_FPKM_all:2.99_FPKM_rel:2.99_len:377_path:[0].	PRK08262	8e-18	35	83.8	2	121	130	254	486	hypothetical protein	E	Amino acid transport and metabolism
comp24533_c0_seq1_FPKM_all:2.718_FPKM_rel:2.718_len:465_path:[0	PRK11132	3e-23	35	102	28	154	4	130	273	serine acetyltransferase	E	Amino acid transport and metabolism
comp24710_c0_seq1_FPKM_all:3.199_FPKM_rel:3.199_len:395_path:[0	PRK13149	1e-04	31	39.9	49	102	22	73	73	H/ACA RNA-protein complex component Gar1	J	Translation, ribosomal structure and biogenesis
comp35586_c0_seq1_FPKM_all:2.013_FPKM_rel:2.013_len:475_path:[0	PRK00009	1e-65	51	243	7	157	466	625	911	phosphoenolpyruvate carboxylase	C	Energy production and conversion
comp35110_c0_seq1_FPKM_all:1.884_FPKM_rel:1.884_len:435_path:[0	PRK10767	2e-37	55	149	32	139	2	101	371	chaperone protein DnaJ	O	Posttranslational modification, protein turnover, chaperones
comp11808_c0_seq1_FPKM_all:11.301_FPKM_rel:11.301_len:544_path:	PRK04313	9e-49	43	187	4	181	23	201	237	30S ribosomal protein S4e	J	Translation, ribosomal structure and biogenesis
comp10128_c0_seq2_FPKM_all:20.427_FPKM_rel:19.534_len:1147_path	PRK06019	7e-74	32	272	9	313	83	371	372	phosphoribosylaminoimidazole carboxylase ATPase subunit	F	Nucleotide transport and metabolism
comp10254_c0_seq4_FPKM_all:12.198_FPKM_rel:6.814_len:406_path:[	PRK01099	6e-18	49	84.6	72	130	4	62	62	DNA-directed RNA polymerase subunit K	K	Transcription
comp11714_c0_seq1_FPKM_all:10.97_FPKM_rel:10.97_len:1538_path:[	PRK00188	7e-79	36	289	42	421	3	333	339	anthranilate phosphoribosyltransferase	E	Amino acid transport and metabolism
comp10868_c0_seq2_FPKM_all:3.302_FPKM_rel:3.129_len:393_path:[2	PRK00409	7e-04	22	37.5	42	124	523	607	782	recombination and DNA strand exchange inhibitor protein	L	Replication, recombination and repair
comp7652_c0_seq1_FPKM_all:26.206_FPKM_rel:26.206_len:1229_path:	PRK11705	9e-15	36	76.0	74	165	117	209	383	cyclopropane fatty acyl phospholipid synthase	M	Cell wall/membrane/envelope biogenesis
comp6121_c0_seq1_FPKM_all:21.058_FPKM_rel:14.436_len:459_path:[	PRK04057	1e-18	37	87.2	37	151	1	108	203	30S ribosomal protein S3Ae	J	Translation, ribosomal structure and biogenesis
comp6425_c0_seq1_FPKM_all:8.079_FPKM_rel:5.679_len:427_path:[0,	PRK09432	2e-05	50	42.7	100	137	26	62	296	5,10-methylenetetrahydrofolate reductase	E	Amino acid transport and metabolism
comp7696_c0_seq1_FPKM_all:23.165_FPKM_rel:20.482_len:662_path:[	PRK10754	5e-19	34	88.6	2	180	147	326	327	quinone oxidoreductase, NADPH-dependent	X	Multifunctional
